size,mflop
31,21668.1
32,53756
96,50060.8
97,15785.6
127,23018.3
128,47021
129,20542.5
191,27121.2
192,49919.8
229,27835.8
255,28682.5
256,36670.1
257,27440.4
319,31221
320,39437.3
321,30123.6
417,33092.5
479,29517.6
480,47255.9
511,30700.6
512,31492.8
639,41469.7
640,46208.8
767,43992.3
768,43286.6
769,43688.4
1023,39044.2
1024,31474.7
1025,46941.2
1525,48647.4
1526,48515.9
1527,48528.4
