size,mflop
31,30602.3
32,57990.5
96,55273.2
97,20845.3
127,21556.8
128,52328
129,23987.9
191,23972.5
192,56876.2
229,31700.1
255,25778.5
256,45449.2
257,32452.1
319,30424.7
320,58242.9
321,33822.8
417,29151.3
479,39928.8
480,48962.4
511,34369.8
512,30305.7
639,46354.6
640,49631.3
767,48595.1
768,44509.3
769,50044.4
1023,30941.8
1024,24585.4
1025,53128.8
1525,48075.1
1526,54517.9
1527,56028.5
