size,mflop
31,29000.5
32,56425.7
96,51109.6
97,16523.4
127,24656.1
128,52538.6
129,15483
191,29159.3
192,53003.9
229,23553.6
255,30691.5
256,48199.6
257,22453.1
319,33239.8
320,51465.9
321,25154.7
417,34998.8
479,37756.1
480,38756
511,31750.6
512,34620.4
639,42812.8
640,50408.9
767,45898.4
768,47429.9
769,46738.2
1023,38880.5
1024,35411.5
1025,50195.2
1525,51257
1526,51514.7
1527,51324.5
