size,mflop
31,28481.6
32,55197.4
96,51014.3
97,17850.3
127,24219.9
128,51471.1
129,18427.1
191,28755.7
192,52433.3
229,29267.9
255,30630.1
256,39929
257,29150.2
319,33120.8
320,41080.2
321,31283
417,34328.8
479,31500.7
480,49211.1
511,31481.1
512,26146.3
639,41978.9
640,38660.9
767,45043.1
768,45169.6
769,46458.4
1023,33110.1
1024,31281.3
1025,40512.1
1525,52007.6
1526,45254
1527,52380.6
