size,mflop
31,27764.6
32,50989.4
96,48482.4
97,18532.8
127,15240.9
128,44428.9
129,21009.8
191,20823
192,48244.2
229,27985.3
255,22296.5
256,39531.2
257,27915.1
319,31492.1
320,47511.9
321,30336.3
417,33026.3
479,35516.8
480,37803.9
511,30576.9
512,26143.2
639,29677.8
640,43191.1
767,42651.9
768,31891.1
769,44716
1023,29191.9
1024,26076.3
1025,46567
1525,48813.6
1526,43221.3
1527,42768.5
