size,mflop
31,5176.8
32,3658.18
96,3816.49
97,5234.36
127,4335.17
128,2047.28
129,4978.39
191,4168.89
192,1952.89
229,4914.76
255,4910.25
256,1978.77
257,4157.69
319,4849.2
320,1942.58
321,4143.94
417,4569.07
479,4258.97
480,1602.23
511,4112.48
512,1166.43
639,3874.2
640,1509.94
767,3545.87
768,1418.93
769,3527.03
1023,3432.7
1024,612.445
1025,3565.79
1525,2859.7
1526,2923.01
1527,2838.39
