size,mflop
31,11192.4
32,11294.7
96,11340.1
97,11910.9
127,11709.7
128,11185.3
129,11785
191,9593.8
192,11471.6
229,11623.9
255,10531.6
256,11401.5
257,11531.5
319,9787.31
320,11138.9
321,11729.7
417,11549.1
479,10562.7
480,8598.45
511,10517.4
512,8702.21
639,8182.07
640,8417.01
767,8236.76
768,7321.28
769,8291.39
1023,8165.86
1024,7805.38
1025,7658.36
1525,7893.06
1526,7829.19
1527,7861.71
