size,mflop
31,11299.5
32,9688.86
96,11256.6
97,11807.5
127,10582.1
128,11090.2
129,11518
191,11637.3
192,11295.4
229,11760.2
255,11883.4
256,11207.9
257,9708.37
319,11649.2
320,11094.4
321,11543.1
417,11734
479,10850.9
480,10380.1
511,10160.8
512,7604.4
639,8235.6
640,7408.23
767,8158.25
768,8253.34
769,8295.87
1023,8035.26
1024,8150.49
1025,7976.94
1525,7893.3
1526,7765.08
1527,7784.82
