size,mflop
31,11476
32,8468.06
96,11183.2
97,12085.1
127,9578.14
128,11245.5
129,11942.6
191,11626.8
192,11298.1
229,12237
255,10222.9
256,11362
257,11572.1
319,11987.4
320,11318
321,9912.18
417,11687
479,11253.7
480,9022.12
511,10564.4
512,8846.85
639,8244.7
640,8590.64
767,8158.6
768,8377.51
769,8401.39
1023,8237.48
1024,8037.57
1025,7765.55
1525,7919.81
1526,7929.63
1527,7952.13
