size,mflop
31,5288.35
32,3962.15
96,4535.03
97,5365.2
127,4013.82
128,2027.07
129,4963.11
191,4234.72
192,1950.94
229,4879.92
255,4851.16
256,2028.19
257,4203.23
319,4920.08
320,1949.19
321,4176.71
417,4461.02
479,4221.91
480,1618.92
511,4043.42
512,1132.29
639,3984.97
640,1516.91
767,3611.13
768,1359.25
769,3606.02
1023,3465.53
1024,611.475
1025,3544.15
1525,2859.09
1526,2825.73
1527,2849.73
