size,mflop
31,5052.46
32,5105.01
96,3762.97
97,5118.19
127,4156.64
128,1937.87
129,4804.01
191,4119.18
192,1891.06
229,4731.92
255,4827.55
256,1938.92
257,4082.68
319,4762.54
320,1918.42
321,3663.03
417,4480.3
479,4091.38
480,1545.07
511,3967.61
512,999.431
639,3805.88
640,1461.1
767,3470.24
768,1331.96
769,3488.57
1023,3456.79
1024,596.452
1025,3406.59
1525,2791.71
1526,2829.58
1527,2760.69
