size,mflop
31,11224.9
32,11187.5
96,9281.79
97,11710.4
127,11555.3
128,9529.42
129,11576.8
191,11617.5
192,11159.6
229,11470.7
255,11826.9
256,8329.78
257,11347.6
319,11590.8
320,11100.6
321,11698.3
417,9581.89
479,10406.6
480,10176
511,8807.57
512,9963.55
639,7506.07
640,8624.4
767,8242.26
768,7281.27
769,8200.02
1023,8118.47
1024,7820.81
1025,7747.53
1525,7896.65
1526,7847.96
1527,7840.98
