size,mflop
31,11259.3
32,8457.89
96,11349
97,12112.9
127,9717.44
128,11326.2
129,11773.8
191,11920.1
192,11202.9
229,11740.7
255,11978.4
256,11110.2
257,11615.7
319,11424.8
320,11665.2
321,9846.38
417,11839.7
479,11236.7
480,11064.9
511,10821.5
512,8915.73
639,8405.97
640,7495.82
767,8260.61
768,8360.29
769,8107.82
1023,8231.21
1024,8395.33
1025,8145.7
1525,7753.85
1526,7746.75
1527,7965.48
