size,mflop
31,26059.8
32,40468.4
96,27019.1
97,34682.6
127,29431.5
128,37315.7
129,34305.9
191,26132.7
192,37642
229,35943.2
255,26259.8
256,35364.4
257,34464.4
319,26348.3
320,36966.9
321,30469
417,35206.3
479,34914.1
480,25703.1
511,33660
512,29841.4
639,26949.5
640,35839.3
767,25071.3
768,29203.1
769,34642.6
1023,33027.8
1024,29025.3
1025,31845.4
1525,36055.2
1526,32673.1
1527,32613.4
