size,mflop
31,25442.8
32,30711.4
96,35324.2
97,25847.3
127,31954.9
128,24512.3
129,26217.5
191,26972.5
192,34373.7
229,31341.6
255,32033.1
256,22989.8
257,29975.6
319,32320.7
320,32517
321,31215.1
417,31463.2
479,30603.6
480,31982.6
511,25375.6
512,13523.5
639,30758.4
640,30999.9
767,30555
768,27285.6
769,23951.1
1023,25523.7
1024,13796.8
1025,15711.5
1525,31999.9
1526,32793.1
1527,27118.9
