size,mflop
31,20918.7
32,40475.2
96,38495.1
97,33794.4
127,34898.4
128,38717.4
129,34173.9
191,29693.5
192,37949.8
229,36187.7
255,35360
256,36283.9
257,34159.5
319,35312.7
320,31420.1
321,35494.6
417,35440.3
479,35171.6
480,36159.4
511,32678.7
512,29307
639,30105.6
640,36725.4
767,35041.9
768,35104
769,34798.1
1023,33244.8
1024,28988.8
1025,32145.3
1525,32686.8
1526,36315.1
1527,35597.1
