size,mflop
31,27145.1
32,41081.9
96,30806.9
97,32941.9
127,33186.5
128,31962.6
129,33881.4
191,34123
192,26245.5
229,33732.5
255,33945.6
256,29829.3
257,33802.4
319,29523.7
320,34675.7
321,33489.5
417,25386.9
479,32145.5
480,27881.5
511,30326.7
512,26736.8
639,31729.1
640,30968.3
767,23305.7
768,26500.3
769,30200.5
1023,28527.2
1024,26028.8
1025,27904.9
1525,31360.1
1526,29810.4
1527,31408.2
