size,mflop
31,30662.2
32,37273.2
96,40468.7
97,36322
127,39450.5
128,37662
129,28514.9
191,39545.6
192,38707.7
229,37735.2
255,37216
256,26451.9
257,34763
319,35474.8
320,26600.1
321,34681
417,31608
479,28100.7
480,27881
511,19674.2
512,19591.1
639,20349.5
640,23559.9
767,17712.3
768,18730.7
769,21612
1023,22364.1
1024,14346.4
1025,24935.7
1525,20111.1
1526,22080.3
1527,21045.9
