size,mflop
31,27359.4
32,35674.8
96,38625.9
97,29240
127,34646
128,33591.3
129,35092.5
191,35863
192,37375.5
229,35335.8
255,30519.6
256,35892.9
257,30173
319,34824.5
320,28620.2
321,36110.4
417,33919.9
479,24405.8
480,35169.4
511,30956.4
512,28183.8
639,32355.3
640,25589.8
767,31917.5
768,31924.3
769,27839.6
1023,29640.7
1024,28092.7
1025,29706.7
1525,33846.2
1526,35161.6
1527,30937.3
