size,mflop
31,31162.9
32,46364.9
96,42608.7
97,31528.5
127,38896.4
128,31616.3
129,37920.9
191,39734.9
192,38729.7
229,38256.4
255,31571.7
256,30956.9
257,34443
319,30229.1
320,36207.6
321,29586.5
417,32558.8
479,24240.9
480,28569
511,23032.8
512,19515.8
639,25363.2
640,23268.6
767,22419.7
768,18898.2
769,21164.7
1023,22572.4
1024,14232
1025,24836.6
1525,20265.5
1526,22032
1527,20951.1
