size,mflop
31,30832.6
32,38034.1
96,42331.1
97,37347.2
127,38688.7
128,36803.9
129,28567.7
191,40141.3
192,38780.5
229,37189.3
255,37160
256,30471.9
257,34279.4
319,34245.7
320,26765
321,33610
417,31752.1
479,27563.2
480,27184.5
511,24179.9
512,16140.5
639,24883.5
640,18857.6
767,22071.6
768,18550.7
769,21644.9
1023,22479.6
1024,16158.2
1025,24489.1
1525,20402.5
1526,21973.9
1527,21195.7
