size,mflop
31,27192.8
32,32644.8
96,35831.2
97,28550.7
127,32825.3
128,36755.6
129,26642.4
191,34587.7
192,36034.8
229,35292.1
255,35495.9
256,26759.8
257,33968
319,34928.7
320,24981
321,34544.2
417,33147
479,33255.5
480,32470.6
511,30650.9
512,27069.8
639,31494.7
640,30701.9
767,32243.9
768,30558.1
769,32130.7
1023,23728.4
1024,21828.1
1025,30186.4
1525,32732.9
1526,31142.1
1527,33529.3
