size,mflop
31,31673.1
32,45886.5
96,28073.3
97,37293.3
127,38161.1
128,36755.1
129,37530.3
191,39821.1
192,37553.8
229,29828.8
255,37591.2
256,30806.5
257,30581.7
319,35975.5
320,29953.4
321,34534.9
417,31509.1
479,27925
480,27238.4
511,24185.7
512,19786.1
639,25310.3
640,23426.9
767,21745.3
768,18844
769,14285.8
1023,22116.2
1024,16220.5
1025,25060.6
1525,20084.7
1526,21529.4
1527,20952.6
