size,mflop
31,21777.5
32,42037.7
96,32265.3
97,34964.6
127,27270.3
128,38285.3
129,35631.9
191,29567
192,37771.1
229,35989.2
255,27185.6
256,36285.1
257,30626.7
319,36094.9
320,31489.9
321,36400.4
417,34693.3
479,34122.9
480,35635.4
511,24496.9
512,28837.1
639,32705.9
640,32083.7
767,33372.1
768,31945.7
769,32328.6
1023,30776.5
1024,22640.9
1025,29921.5
1525,30501.3
1526,33881.7
1527,33324
