size,mflop
31,28532.8
32,42317.1
96,38612
97,29829.3
127,35494.8
128,33903.7
129,36083.4
191,31350.7
192,31206.2
229,36505.2
255,35966.7
256,37494.6
257,29276.6
319,36507.2
320,31564.4
321,36983.2
417,34123.9
479,34135.1
480,35048.2
511,25030.9
512,28775.1
639,32837.5
640,33157.4
767,33592.3
768,32234.6
769,33491.2
1023,30812.9
1024,28265.4
1025,30098
1525,31616.2
1526,35658.8
1527,31883.2
