size,mflop
31,27665.8
32,43285.6
96,39845.6
97,30019.5
127,35611.6
128,33833
129,37021.2
191,31017.3
192,39786.5
229,37349
255,28135
256,37707.5
257,31618.4
319,37802.9
320,37493.5
321,36360.5
417,34618.9
479,24383.2
480,34458.5
511,30492.4
512,27707.1
639,31737.9
640,25057.8
767,31411.5
768,31533.4
769,26831
1023,29433.4
1024,28576.9
1025,31193.9
1525,32498.4
1526,35424.3
1527,31923.4
