size,mflop
31,27231.5
32,35091.5
96,36870.9
97,33103.6
127,33588.1
128,36281.4
129,33577.1
191,34447.1
192,30755.7
229,34193.4
255,33563.4
256,26408.1
257,33917
319,33975.5
320,26663
321,34172.1
417,31934.6
479,31983
480,32282.3
511,29023.4
512,27235.9
639,24379.7
640,30812.4
767,26477.6
768,26265.9
769,30398.6
1023,28573.7
1024,26447.5
1025,27900.6
1525,31190
1526,29598.2
1527,31424.4
