size,mflop
31,27728.2
32,41674.7
96,31996.7
97,34692.6
127,30574
128,38279.3
129,30969
191,34797.9
192,38015.1
229,36330.8
255,34585.8
256,31463.6
257,34695.3
319,30366
320,36561.5
321,31076.3
417,34412.5
479,33800.2
480,33866.3
511,30091.2
512,29101.2
639,32702.7
640,33228.8
767,32283.9
768,32592.9
769,27232.7
1023,30197.1
1024,27469.3
1025,22355.1
1525,30341.4
1526,33807.6
1527,31144.1
