size,mflop
31,21561.7
32,39242.5
96,35316.3
97,31440.5
127,32361.8
128,34222.9
129,32500.2
191,32821.2
192,29123
229,33047.5
255,33323.5
256,25757.2
257,33676.3
319,33705
320,33844.2
321,33037.4
417,31774.7
479,31381.7
480,31151.2
511,29358
512,27815.2
639,23340.3
640,29601.4
767,25796.4
768,25528
769,30335.1
1023,27418
1024,25842.9
1025,22534
1525,31777
1526,32341.1
1527,29896
