size,mflop
31,26866.3
32,35763.6
96,38377
97,34744.8
127,34689
128,38888.3
129,34909.8
191,35642.3
192,37596.8
229,35117.9
255,35096.4
256,27323.9
257,34467.1
319,30610.3
320,36432.9
321,30732.8
417,34575.4
479,34436.5
480,34678.2
511,30622.4
512,23137.5
639,32082.6
640,32303.7
767,31958.1
768,31771.1
769,24298.9
1023,29563
1024,27698.8
1025,29400.5
1525,28713.7
1526,33541.1
1527,29829.6
