size,mflop
31,28625.2
32,44374.5
96,34370.9
97,36665.6
127,30964.9
128,39749
129,35045.8
191,30500.9
192,38989
229,37791.9
255,35693.4
256,30140.5
257,35298.5
319,36728.4
320,37247.8
321,35656.5
417,34411.5
479,34650.9
480,29970.8
511,32171.4
512,28778.1
639,25876.9
640,32702
767,28948.1
768,32947
769,33756.8
1023,24238.4
1024,27878.1
1025,30963.8
1525,31571.9
1526,35335.4
1527,34034
