size,mflop
31,27076
32,42075.2
96,38320.2
97,25754.6
127,34512.9
128,32605.2
129,35097.5
191,34827.7
192,31508.5
229,35547.1
255,33319.9
256,35810.1
257,30337.6
319,35728.9
320,31830.9
321,36290.3
417,34524.1
479,24724
480,34416.9
511,31069.2
512,28595.3
639,31528.7
640,25533.9
767,32376.2
768,31969.4
769,27519.2
1023,29942.5
1024,28544.9
1025,31184.8
1525,33846.2
1526,34553.9
1527,30965.7
