size,mflop
31,26497.1
32,26383.5
96,36599.1
97,28409
127,23822.7
128,36527.7
129,33479.6
191,28502.9
192,35865.1
229,34139.2
255,31787.7
256,34396.5
257,33277.6
319,33901.4
320,34972.4
321,34192.2
417,32998.5
479,23495.9
480,32700.7
511,29250.2
512,26926.8
639,30803.4
640,23877.5
767,30902.5
768,30651.9
769,30694.2
1023,28732.4
1024,26354.2
1025,28460.6
1525,32204.5
1526,30124.8
1527,32355.7
