size,mflop
31,26448.5
32,50122
96,46391
97,15159.6
127,22577.2
128,45990.8
129,20066.8
191,26168.4
192,46894.5
229,27032.4
255,28020.3
256,35680
257,26916.5
319,30454.9
320,31944.1
321,29368.4
417,32096.8
479,28866.6
480,44867
511,28439.1
512,33813.1
639,39468
640,43942.2
767,42334.9
768,42367.8
769,41488.7
1023,30673.2
1024,34709.5
1025,37887.4
1525,45670.9
1526,45895.2
1527,46361.8
