size,mflop
31,1575
32,1719.05
96,4638.1
97,5521.27
127,12254
128,10273.8
129,12775.5
191,13730.8
192,14099.2
229,23339.9
255,14844.3
256,15032.1
257,15138.8
319,28704.2
320,43214.8
321,15968.6
417,20800.7
479,26688.2
480,41989.2
511,26738.4
512,26716.5
639,38035.8
640,41562.4
767,28962
768,29016.8
769,34672.5
1023,28203
1024,39402.8
1025,39647.4
1525,32301.6
1526,35749.5
1527,36077.1
