size,mflop
31,1604.1
32,1481.69
96,5432.9
97,5684.93
127,10274.9
128,13197.8
129,13325.1
191,12509.3
192,14488.3
229,18908
255,15355.8
256,15678.7
257,15722.6
319,29482
320,43097
321,16622
417,21549.7
479,32213.7
480,41889.4
511,26891.1
512,21895.7
639,38616.1
640,35143.8
767,35031.3
768,35115.4
769,25614.4
1023,39978.5
1024,28597.6
1025,40677.5
1525,32469.3
1526,28674.9
1527,30813.1
