size,mflop
31,1258.74
32,1720.18
96,5383.45
97,4530.65
127,12228.3
128,12633.3
129,12668.1
191,13789.3
192,14089.2
229,17976.3
255,14843.9
256,15030
257,15202.8
319,28540.7
320,43137.5
321,16071.7
417,20840.9
479,31183.3
480,41693.9
511,26270.9
512,21258.8
639,37861.5
640,29834
767,35136.5
768,35194.8
769,27307.2
1023,39630.5
1024,33524.9
1025,40021.9
1525,35512.5
1526,32184.2
1527,35772
