size,mflop
31,26051.2
32,50031.5
96,46729.4
97,17971.1
127,22371.7
128,45678.4
129,17157.9
191,25871.2
192,46793.1
229,20165.2
255,27921.9
256,42589.7
257,21640.5
319,30437
320,45568.9
321,29125
417,32047.9
479,34305.8
480,43989.4
511,28353.5
512,25318.6
639,39557.3
640,36487.4
767,43016.1
768,42466.6
769,34822.3
1023,35059.1
1024,26218.8
1025,44767.6
1525,40924.8
1526,46031.7
1527,46390.3
